Customer ID,Recency,Frequency,Monetary,Cluster
383,441,2,8476,2
384,89,4,9426,0
385,248,5,15345,0
386,75,4,7665,2
387,143,3,6514,2
388,105,3,11825,2
389,22,4,9110,0
390,170,3,13721,0
391,458,3,6274,2
392,199,4,10354,0
393,295,4,6841,2
394,892,2,4736,1
395,227,2,4099,2
396,837,5,23468,3
397,296,5,9351,0
398,69,4,13997,0
399,421,3,10852,2
400,25,8,26338,3
401,72,6,8476,0
402,39,5,16478,0
403,299,6,25165,3
404,93,6,15914,0
405,143,2,4577,2
406,387,8,16833,3
407,341,2,2780,2
408,457,3,12021,2
409,63,9,25320,3
410,791,1,403,1
411,224,7,16953,3
412,51,3,5720,2
413,459,2,4921,2
414,37,2,7889,2
415,901,1,1060,1
416,325,3,9715,2
417,160,3,7266,2
418,60,4,12685,0
419,85,4,9353,0
420,460,4,15633,0
421,77,6,15303,0
422,549,5,11972,0
423,671,3,10081,1
424,620,2,8728,1
425,63,3,8528,2
426,181,4,10239,0
427,294,2,8341,2
428,340,5,11996,0
429,20,4,5807,2
430,921,2,5659,1
431,2,5,14957,0
432,146,8,26191,3
433,597,2,1998,1
434,87,6,8371,0
435,162,4,11949,0
436,103,2,4244,2
437,658,3,8776,1
438,77,3,6038,2
439,629,2,2689,1
440,406,4,11059,0
441,218,4,8243,2
442,332,3,12032,2
443,751,3,9885,1
444,101,5,5588,2
445,515,5,9444,0
446,48,6,19814,3
447,537,2,3811,1
448,112,3,7644,2
449,95,4,7660,2
450,407,7,18100,3
451,91,3,6488,2
452,23,7,20587,3
453,527,2,4892,1
454,549,3,12372,1
455,117,4,15020,0
456,995,1,4368,1
457,133,3,6420,2
458,75,3,6910,2
459,413,4,15600,0
460,27,6,21869,3
461,24,3,12787,0
462,428,6,18483,3
463,378,3,8979,2
464,672,2,5595,1
465,960,3,9020,1
466,792,3,8184,1
467,8,3,11101,2
468,253,4,9256,2
469,616,4,12917,0
470,502,2,7508,2
471,194,4,10717,0
472,106,5,13059,0
473,365,6,8736,0
474,352,4,13940,0
475,176,2,5688,2
476,52,2,8451,2
477,192,2,7924,2
478,792,3,11930,1
479,618,3,6495,1
480,617,2,7610,1
481,650,2,8540,1
482,227,4,12116,0
483,626,7,15972,3
484,274,5,13275,0
485,244,6,21185,3
486,254,7,12470,0
487,864,2,2939,1
488,468,6,19908,3
489,372,6,11293,0
490,674,2,7587,1
491,432,2,3996,2
492,61,6,20946,3
493,207,7,15948,3
494,476,1,1950,2
495,155,3,7030,2
496,307,4,5841,2
497,119,8,22567,3
498,239,3,8942,2
499,48,8,19534,3
500,54,4,9876,0
501,1011,2,3252,1
502,130,4,9516,0
503,56,7,20118,3
504,419,4,9363,2
505,44,7,14843,3
506,453,5,8562,0
507,1003,4,9964,1
508,259,3,9788,2
509,622,3,6070,1
510,428,6,18911,3
511,190,5,11152,0
513,4,5,16829,0
514,200,3,4187,2
515,310,1,4312,2
516,40,5,16176,0
517,146,2,5074,2
518,466,7,10743,0
519,339,3,10305,2
520,302,2,1683,2
521,177,4,8113,2
522,375,2,9007,2
523,830,3,13001,1
524,42,6,12657,0
525,163,5,12543,0
526,10,6,19246,3
527,171,4,11267,0
528,330,4,10830,0
529,244,5,14466,0
530,51,6,16847,3
531,365,3,10680,2
532,865,3,10988,1
533,311,5,16172,0
534,45,7,20414,3
535,169,3,10956,2
536,596,5,16312,0
537,278,2,3755,2
538,340,6,10397,0
539,107,8,27052,3
540,299,5,14149,0
541,115,3,4166,2
542,163,4,9598,0
543,23,4,7620,2
544,296,3,9522,2
545,243,5,14128,0
546,124,3,7954,2
547,65,5,13571,0
548,282,7,25188,3
549,337,4,15527,0
550,774,3,6211,1
551,71,5,13051,0
552,108,1,4500,2
553,1147,2,6589,1
554,120,4,14303,0
555,115,10,33993,3
556,994,2,4583,1
557,117,4,15885,0
558,1137,1,4766,1
559,268,4,6074,2
560,138,3,8981,2
561,391,4,16739,0
562,542,2,5520,1
563,26,5,10556,0
564,635,2,7230,1
565,585,6,8178,0
566,171,4,11924,0
567,87,6,15700,0
568,320,5,17346,0
569,43,3,8175,2
570,300,3,4049,2
571,542,1,1432,1
572,129,4,8012,2
573,293,7,19802,3
574,333,5,16821,0
575,534,3,8680,1
576,156,3,8962,2
577,68,5,12949,0
578,309,4,13112,0
579,86,9,27512,3
580,511,8,25102,3
581,359,4,11882,0
582,396,3,9704,2
583,119,4,9991,0
585,320,3,8786,2
586,334,5,16816,0
587,595,4,14022,0
588,115,3,3679,2
589,106,5,16355,0
590,429,3,10834,2
591,1003,1,3911,1
592,721,3,2092,1
593,271,4,9354,0
594,197,10,28316,3
595,219,4,13469,0
596,961,2,6589,1
597,122,3,10390,2
598,290,6,21436,3
599,264,4,6580,2
600,579,5,11578,0
601,496,4,13363,0
602,662,2,6719,1
603,349,3,4436,2
604,471,2,6626,2
605,94,2,4235,2
606,27,4,12515,0
607,425,4,12403,0
608,167,4,11652,0
609,23,5,13909,0
610,1283,1,5102,1
611,222,2,7763,2
612,1023,2,5980,1
614,791,4,8100,1
615,472,5,9606,0
616,948,2,6311,1
617,838,2,6735,1
618,223,7,18120,3
619,610,3,13153,1
620,208,2,5373,2
621,36,3,7307,2
622,190,1,4304,2
623,37,3,8674,2
624,629,2,5544,1
625,316,6,19832,3
626,571,2,4772,1
627,157,3,8883,2
628,359,3,6054,2
629,639,2,2350,1
630,39,8,25341,3
631,299,5,14142,0
632,49,4,14254,0
633,60,6,10764,0
634,83,8,17329,3
635,112,5,11466,0
636,418,2,6891,2
637,18,6,14961,0
638,72,3,10118,2
639,303,2,3796,2
640,36,8,21017,3
641,35,6,15956,0
642,71,3,6903,2
643,5,4,9148,0
644,121,5,13555,0
645,17,5,10282,0
646,519,3,8708,2
647,1200,1,666,1
648,3,3,6501,2
649,310,5,7572,0
650,99,4,9444,0
651,293,6,11059,0
652,128,4,7464,2
653,223,2,5088,2
654,640,3,4878,1
655,275,8,22047,3
656,1006,5,7081,1
658,633,2,6017,1
659,508,3,5174,2
660,901,2,7595,1
661,601,3,8857,1
662,90,3,1999,2
663,108,10,27752,3
664,573,3,9821,1
665,447,2,3397,2
666,212,4,15183,0
667,128,2,1936,2
668,248,9,12813,3
669,128,7,23667,3
670,360,2,7280,2
671,392,5,14691,0
672,237,2,4980,2
673,62,1,755,2
674,51,6,20148,3
675,154,3,9873,2
676,579,5,13475,0
677,64,6,19405,3
678,72,7,19904,3
679,338,5,19004,0
680,208,3,5784,2
681,698,2,7582,1
682,107,7,18485,3
683,252,5,17982,0
684,490,5,13299,0
685,8,3,3701,2
686,840,1,3200,1
687,51,1,4529,2
688,57,1,2075,2
689,16,4,12463,0
690,587,2,9262,1
691,268,3,7219,2
692,99,5,16707,0
693,423,3,2678,2
694,771,4,10571,1
695,314,4,14347,0
696,1036,1,797,1
697,357,4,11151,0
698,475,4,9649,0
699,296,6,14999,0
700,999,3,11085,1
701,1051,1,5240,1
702,187,5,16995,0
704,190,3,11813,2
705,178,5,11573,0
706,434,4,8218,2
707,424,4,15219,0
708,288,6,14792,0
709,445,3,8362,2
710,104,6,17276,3
711,126,5,8511,0
712,217,2,8494,2
713,906,2,3358,1
714,122,6,18529,3
715,127,5,13894,0
716,1230,1,3919,1
717,204,4,12541,0
718,692,3,8973,1
719,121,4,10532,0
720,229,5,14105,0
721,1310,1,1446,1
722,171,7,21017,3
723,524,7,15858,3
724,333,3,3411,2
725,508,3,7456,2
726,200,4,11790,0
727,323,2,9071,2
728,160,3,5211,2
729,182,4,8858,2
730,66,11,26496,3
731,358,3,11453,2
732,107,7,25122,3
733,525,3,6000,1
734,291,5,8974,0
735,49,4,7889,2
736,178,5,14728,0
737,208,3,4938,2
738,231,2,1984,2
739,623,4,8219,1
740,258,6,14525,0
741,16,2,1362,2
742,10,3,11921,2
743,510,8,26092,3
744,106,4,13251,0
745,645,3,6311,1
746,14,4,13580,0
747,69,5,17784,0
748,393,3,5367,2
749,39,5,14777,0
750,204,2,1430,2
751,426,4,13401,0
752,84,4,12411,0
753,694,4,10911,1
754,27,5,11564,0
755,137,4,9980,0
756,306,4,9744,0
757,664,2,6245,1
758,433,4,13941,0
759,1296,1,4606,1
760,178,1,4101,2
761,170,7,20928,3
762,321,6,9785,0
763,512,3,11291,2
764,36,6,15023,0
765,41,2,9588,2
766,51,9,18084,3
767,439,6,19659,3
768,248,6,13974,0
769,868,4,6926,1
770,54,5,19398,0
771,464,2,8748,2
772,24,4,8370,2
773,157,4,14077,0
774,158,5,13851,0
775,539,2,5399,1
776,627,5,9924,0
777,727,4,11807,1
778,447,2,6826,2
779,151,2,2475,2
780,237,1,824,2
781,54,7,20679,3
782,153,3,8034,2
783,250,3,9734,2
784,390,3,2044,2
785,208,5,8623,0
786,199,2,3110,2
788,203,5,14855,0
789,373,2,3167,2
790,23,4,9346,0
791,163,6,21166,3
792,243,3,8068,2
793,484,2,5879,2
794,555,5,13989,0
795,771,4,12227,1
798,5,5,16152,0
799,438,5,19998,0
800,150,9,22215,3
801,582,1,1815,1
802,992,4,10892,1
803,101,6,18996,3
804,952,2,6557,1
805,171,6,15366,0
806,270,1,1726,2
807,25,5,12861,0
808,911,2,3293,1
809,28,5,14823,0
810,98,8,19661,3
811,312,3,5629,2
812,422,5,11826,0
813,114,2,5634,2
814,291,5,14913,0
815,282,2,7898,2
816,188,4,4578,2
817,856,5,13551,1
818,2,7,20475,3
819,37,5,15655,0
820,46,8,25363,3
821,490,4,7782,2
822,34,4,11657,0
823,43,3,11973,2
824,582,3,5160,1
825,206,6,15042,0
826,131,3,10464,2
827,38,8,25711,3
828,52,3,8760,2
829,553,3,9639,1
830,57,3,13238,0
831,107,4,11403,0
833,77,5,15507,0
834,293,2,1612,2
835,228,2,7166,2
836,253,6,13807,0
837,158,1,2390,2
838,61,5,8222,0
839,599,7,20160,3
840,598,7,18564,3
841,89,3,9810,2
842,26,10,30057,3
843,131,3,9957,2
844,321,3,6702,2
845,77,3,12213,2
846,965,2,6344,1
847,384,7,20683,3
848,284,6,13417,0
849,13,2,8636,2
850,98,5,16705,0
851,283,4,9008,2
852,49,8,21593,3
853,528,5,13385,0
854,404,3,9673,2
855,219,2,7032,2
856,510,6,17415,0
857,58,6,19820,3
858,280,4,5842,2
859,154,2,4423,2
860,275,2,4447,2
861,154,5,14327,0
862,250,2,2796,2
863,31,4,11324,0
864,107,5,19614,0
865,147,6,14290,0
866,267,3,9184,2
867,871,2,3638,1
868,260,4,7140,2
869,241,2,7511,2
870,215,2,2383,2
871,189,8,16748,3
872,509,6,18880,3
873,101,7,27872,3
874,170,1,1911,2
875,456,8,22107,3
876,536,3,7062,1
877,373,4,7897,2
878,624,2,5883,1
879,159,4,12676,0
880,261,8,28307,3
881,482,4,12695,0
882,123,4,6431,2
883,169,7,22123,3
884,462,1,3961,2
885,511,1,212,1
886,66,6,20093,3
887,908,1,1430,1
888,178,5,15501,0
889,373,6,19347,3
890,433,5,13796,0
891,42,3,11734,2
892,48,8,26324,3
893,491,5,18747,0
894,239,3,4102,2
895,467,1,2876,2
896,806,2,6506,1
897,708,2,3708,1
898,439,1,1893,2
899,158,3,10503,2
900,130,4,11671,0
901,378,3,4902,2
902,567,3,8704,1
903,240,5,10347,0
904,488,2,4716,2
905,89,3,6050,2
906,378,6,16730,0
907,517,3,8429,2
908,271,8,26034,3
909,350,4,8926,2
910,250,5,17939,0
912,225,4,13394,0
913,208,5,11743,0
914,73,4,17823,0
915,85,7,16014,3
916,727,2,7850,1
917,233,6,11133,0
918,19,5,10801,0
919,102,6,15653,0
920,406,4,14389,0
921,128,5,8461,0
922,64,7,17470,3
923,899,4,13250,1
924,205,6,19204,3
925,700,2,5774,1
926,931,1,3014,1
927,3,6,12039,0
928,318,4,9223,2
929,66,3,10127,2
930,7,4,9991,0
931,152,5,14164,0
932,103,4,10307,0
933,304,6,19245,3
934,283,6,14613,0
935,198,4,16868,0
936,385,3,6516,2
937,739,2,5488,1
938,150,5,12384,0
939,115,2,4486,2
940,657,5,12896,0
941,27,8,22278,3
942,25,8,25953,3
943,312,8,30058,3
944,461,6,17250,0
945,498,5,9108,0
946,579,4,9011,1
947,45,6,12888,0
948,108,5,15790,0
949,910,1,3117,1
950,281,3,6256,2
951,62,8,23205,3
952,152,2,4670,2
953,406,6,11848,0
954,136,8,19578,3
955,220,5,9959,0
956,485,2,2725,2
957,315,2,6417,2
958,593,3,5312,1
959,179,4,10507,0
960,68,4,9538,0
961,880,4,8435,1
962,223,4,8904,2
963,156,5,14561,0
964,143,3,6523,2
965,109,5,10355,0
966,22,2,7526,2
967,148,5,15655,0
968,200,6,17402,3
969,195,2,8489,2
970,159,6,19173,3
971,498,6,16585,0
972,28,3,11406,2
973,44,6,19584,3
974,81,5,15641,0
975,131,1,1874,2
976,616,3,8080,1
977,743,2,5138,1
978,773,2,2934,1
979,57,5,12003,0
980,179,3,12712,0
981,462,2,2762,2
982,387,4,9347,2
983,164,2,1408,2
984,454,2,8087,2
985,491,5,11296,0
986,104,5,21347,3
987,16,6,21255,3
988,558,2,8279,1
989,53,2,1750,2
990,77,8,16312,3
991,241,6,16553,0
992,274,8,18422,3
993,582,4,9526,1
994,95,4,8176,2
995,722,6,17976,0
996,231,4,13931,0
997,346,8,17784,3
998,145,4,8861,2
999,271,6,13208,0
1000,188,4,6373,2
1001,737,1,2797,1
1002,251,5,14173,0
1003,521,5,16815,0
1004,307,3,6390,2
1005,3,4,17350,0
1006,115,5,18714,0
1007,493,3,11785,2
1008,9,3,3581,2
1009,286,8,23037,3
1010,583,3,6571,1
1011,30,2,9114,2
1012,138,3,10008,2
1013,20,8,16531,3
1014,654,4,9255,1
1015,350,6,13892,0
1016,306,5,11885,0
1018,258,5,9129,0
1019,43,1,665,2
1020,321,4,14649,0
1021,485,2,2280,2
1022,93,5,7946,0
1023,140,7,17898,3
1024,199,4,14183,0
1025,194,3,7021,2
1026,249,6,14134,0
1027,80,5,19686,0
1028,5,4,11330,0
1029,397,3,10217,2
1031,300,1,1814,2
1032,1056,3,6065,1
1033,82,5,11148,0
1034,97,2,2024,2
1035,31,11,40125,3
1036,118,4,13610,0
1037,175,3,11311,2
1038,1277,1,877,1
1039,576,3,10028,1
1041,34,8,11874,3
1042,595,2,4916,1
1043,826,5,18071,0
1044,59,3,5617,2
1045,782,2,2688,1
1046,248,4,12494,0
1047,391,4,10992,0
1048,90,6,21735,3
1049,215,4,12391,0
1050,431,5,14824,0
1051,1045,2,3825,1
1052,46,4,7019,2
1053,244,1,1298,2
1054,315,2,5238,2
1055,620,2,8480,1
1056,543,2,9303,1
1057,199,2,5657,2
1058,187,7,15407,3
1059,114,5,16018,0
1060,285,4,7235,2
1061,89,5,12395,0
1062,81,4,13313,0
1063,57,7,14498,3
1064,477,2,6855,2
1065,52,4,7791,2
1066,362,3,7757,2
1067,120,1,585,2
1068,1240,1,3786,1
1069,636,5,19317,0
1070,200,4,13541,0
1071,397,3,11142,2
1072,577,2,5056,1
1073,660,5,15639,0
1074,97,2,4896,2
1075,16,3,9790,2
1076,113,10,29316,3
1077,151,5,15100,0
1078,1096,2,3140,1
1079,390,5,15998,0
1080,140,3,4467,2
1081,976,2,5393,1
1082,44,6,18914,3
1083,98,4,13795,0
1084,344,6,11839,0
1085,348,3,7197,2
1086,551,4,11205,0
1087,783,5,11162,1
1088,367,5,11882,0
1089,191,3,10326,2
1090,271,3,6815,2
1091,37,3,7313,2
1092,104,4,7651,2
1093,555,4,6592,1
1094,576,7,16641,3
1095,163,2,566,2
1096,327,2,3965,2
1097,219,3,13003,0
1098,97,5,10519,0
1099,523,7,23761,3
1100,70,4,9614,0
1101,58,3,7550,2
1102,720,2,7868,1
1103,153,3,10089,2
1104,383,4,9583,0
1105,396,7,16539,3
1106,193,6,15448,0
1108,656,4,13770,0
1109,218,3,6398,2
1110,140,3,8638,2
1111,453,3,10412,2
1112,811,1,4823,1
1113,284,5,11560,0
1114,898,2,839,1
1115,143,2,8603,2
1116,196,6,9700,0
1117,177,3,8636,2
1118,246,3,6393,2
1119,196,5,9738,0
1120,290,3,9830,2
1121,637,7,21194,3
1122,243,6,15331,0
1123,64,7,25178,3
1124,392,2,3385,2
1125,70,5,17918,0
1126,532,2,6736,1
1127,220,5,9000,0
1128,581,4,8752,1
1129,146,3,10739,2
1130,816,1,2636,1
1131,28,5,17705,0
1132,212,3,7561,2
1133,621,4,11000,1
1134,54,3,7941,2
1135,79,4,10058,0
1136,914,3,7816,1
1137,804,1,817,1
1138,54,6,17974,3
1139,378,6,17481,0
1140,276,9,28931,3
1141,175,7,12312,0
1142,166,6,21380,3
1143,873,2,2873,1
1144,77,3,9935,2
1145,315,1,1712,2
1146,412,2,6628,2
1147,536,1,4366,1
1148,268,4,13908,0
1149,720,2,2354,1
1150,532,2,5364,1
1151,1165,2,3263,1
1152,524,4,6697,2
1153,209,5,11963,0
1154,1154,1,2245,1
1155,804,4,10465,1
1156,241,4,6524,2
1157,214,7,18752,3
1158,216,3,11570,2
1159,17,3,7318,2
1160,55,4,14951,0
1161,784,1,1909,1
1162,153,4,13346,0
1163,34,8,21147,3
1164,495,3,9636,2
1166,260,3,5405,2
1167,339,3,6002,2
1168,82,5,18363,0
1169,54,9,31154,3
1170,199,5,10410,0
1171,124,6,13044,0
1172,214,4,14295,0
1173,582,4,12179,0
1174,60,3,11853,2
1175,117,3,7617,2
1176,143,5,15137,0
1177,211,5,5338,2
1178,11,5,14027,0
1180,296,5,17460,0
1181,465,2,9005,2
1182,252,10,25768,3
1183,75,8,18181,3
1184,154,3,6317,2
1185,38,6,15881,0
1186,402,6,17521,0
1187,560,5,12622,0
1188,286,8,24747,3
1189,372,4,7731,2
1191,260,5,11798,0
1192,27,5,12447,0
1193,608,6,16083,0
1194,211,3,5382,2
1195,304,8,28644,3
1196,955,2,2438,1
1197,540,3,11507,1
1198,352,6,22409,3
1199,138,5,15092,0
1200,75,4,9684,0
1201,551,4,9696,0
1202,186,6,16235,0
1203,115,6,16552,0
1204,589,4,13642,0
1205,49,3,7546,2
1206,190,4,7875,2
1207,276,4,9358,0
1208,297,5,11928,0
1209,254,9,16263,3
1210,314,2,9651,2
1211,128,6,21007,3
1212,319,7,17063,3
1213,609,5,15493,0
1214,644,2,5031,1
1215,807,2,3727,1
1216,86,3,3826,2
1217,65,7,18955,3
1218,200,9,27743,3
1219,50,8,17130,3
1220,16,7,14529,3
1221,12,3,5770,2
1222,174,4,15757,0
1223,285,7,16332,3
1224,187,4,13487,0
1225,1,4,15127,0
1226,260,11,38162,3
1227,960,1,1321,1
1228,710,2,5697,1
1229,216,6,22516,3
1230,250,3,4054,2
1231,223,5,16438,0
1232,101,4,7796,2
1233,323,3,10835,2
1234,378,4,14123,0
1235,738,3,6442,1
1236,212,5,9136,0
1237,153,6,15203,0
1238,70,4,9982,0
1239,5,6,19641,3
1240,501,2,2998,2
1241,637,2,7213,1
1242,54,2,5976,2
1243,622,3,9228,1
1244,784,4,13209,1
1245,26,4,10992,0
1246,54,5,16047,0
1247,164,4,11750,0
1248,249,4,12497,0
1249,195,4,15995,0
1250,20,5,17215,0
1251,54,7,12494,0
1252,469,4,13103,0
1253,321,5,14516,0
1254,30,2,5429,2
1255,112,5,12610,0
1256,263,3,6218,2
1257,548,3,6302,1
1258,581,2,2411,1
1259,220,5,13013,0
1260,791,1,3447,1
1261,749,4,10318,1
1262,151,4,16957,0
1263,493,4,14170,0
